Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2016,Murder,Solved,Croydon,Black
1,25 to 34,Male,Other Method of Killing,Yes,Aug 2016,Manslaughter,Solved,Enfield,Black
1,55 to 64,Male,Blunt Implement,No,Aug 2016,Murder,Solved,Westminster,White
1,20 to 24,Male,Shooting,No,Sep 2016,Murder,Solved,Barnet,Black
1,55 to 64,Female,Shooting,No,Sep 2016,Murder,Solved,Barnet,Black
1,25 to 34,Male,Knife or Sharp Implement,Yes,Sep 2016,Murder,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,No,Sep 2016,Murder,Solved,Haringey,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2016,Murder,Solved,Greenwich,Black
1,0 to 12,Male,Other Method of Killing,No,Sep 2016,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2016,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Blunt Implement,No,Sep 2016,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2016,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2016,Murder,Solved,Barking & Dagenham,Asian
1,0 to 12,Female,Other Method of Killing,No,Sep 2016,Murder,Solved,Newham,Black
1,25 to 34,Female,Not known/Not Recorded,No,Oct 2016,Murder,Solved,Hillingdon,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Oct 2016,Murder,Solved,Brent,Other
1,25 to 34,Male,Shooting,No,Oct 2016,Murder,Solved,Brent,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Oct 2016,Murder,Solved,Islington,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Oct 2016,Murder,Solved,Haringey,Black
1,20 to 24,Male,Shooting,No,Oct 2016,Murder,Solved,Croydon,Black
1,65 and over,Female,Other Method of Killing,No,Oct 2016,Murder,Solved,Croydon,Asian
1,20 to 24,Male,Shooting,No,Oct 2016,Murder,Solved,Tower Hamlets,White
1,13 to 19,Male,Knife or Sharp Implement,No,Oct 2016,Murder,Unsolved,Redbridge,Black
1,25 to 34,Male,Blunt Implement,No,Oct 2016,Murder,Unsolved,Waltham Forest,White
1,25 to 34,Male,Shooting,No,Oct 2016,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Male,Shooting,No,Nov 2016,Murder,Unsolved,Brent,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2016,Murder,Solved,Harrow,Black
1,35 to 44,Female,Knife or Sharp Implement,Yes,Nov 2016,Murder,Solved,Haringey,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Nov 2016,Murder,Unsolved,Southwark,Black
1,0 to 12,Female,"Physical Assault, no weapon",No,Nov 2016,Murder,Unsolved,Southwark,Black
1,0 to 12,Male,"Physical Assault, no weapon",No,Nov 2016,Manslaughter,Solved,Lewisham,Black
1,0 to 12,Female,Other Method of Killing,No,Nov 2016,Murder,Solved,Greenwich,White
1,20 to 24,Male,Knife or Sharp Implement,No,Nov 2016,Murder,Solved,Croydon,Black
1,25 to 34,Male,Shooting,No,Nov 2016,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Nov 2016,Murder,Solved,Bexley,White
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2016,Murder,Solved,Barking & Dagenham,Black
1,55 to 64,Male,Blunt Implement,No,Dec 2016,Murder,Solved,Hillingdon,Asian
1,0 to 12,Male,Other Method of Killing,No,Dec 2016,Murder,Unsolved,Hillingdon,White
1,65 and over,Female,Other Method of Killing,No,Dec 2016,Manslaughter,Unsolved,Brent,White
1,20 to 24,Male,Shooting,No,Dec 2016,Murder,Solved,Camden,Black
1,45 to 54,Female,"Physical Assault, no weapon",Yes,Dec 2016,Murder,Solved,Islington,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Dec 2016,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,No,Dec 2016,Murder,Solved,Southwark,Black
1,25 to 34,Female,"Physical Assault, no weapon",Yes,Dec 2016,Murder,Solved,Bexley,Asian
1,55 to 64,Male,Not known/Not Recorded,No,Dec 2016,Murder,Unsolved,Sutton,White
1,55 to 64,Male,Not known/Not Recorded,No,Dec 2016,Murder,Solved,Barking & Dagenham,Black
1,20 to 24,Male,Shooting,No,Dec 2016,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Dec 2016,Murder,Solved,Westminster,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jan 2017,Murder,Solved,Wandsworth,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2017,Murder,Solved,Brent,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2017,Murder,Solved,Brent,Black
1,0 to 12,Female,Other Method of Killing,No,Jan 2017,Murder,Unsolved,Greenwich,White
1,0 to 12,Male,Other Method of Killing,No,Jan 2017,Murder,Unsolved,Greenwich,White
1,65 and over,Female,Blunt Implement,No,Jan 2017,Murder,Solved,Croydon,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Feb 2017,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Feb 2017,Murder,Solved,Harrow,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2017,Murder,Solved,Barnet,Black
1,65 and over,Female,"Physical Assault, no weapon",No,Feb 2017,Murder,Solved,Barnet,White
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2017,Murder,Solved,Haringey,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2017,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2017,Murder,Solved,Wandsworth,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Mar 2017,Murder,Solved,Ealing,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Mar 2017,Murder,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Yes,Mar 2017,Murder,Solved,Croydon,Black
1,13 to 19,Male,Shooting,No,Mar 2017,Murder,Solved,Redbridge,Black
1,0 to 12,Male,Blunt Implement,No,Mar 2017,Murder,Solved,Hackney,White
1,13 to 19,Male,Shooting,No,Mar 2017,Murder,Unsolved,Barking & Dagenham,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Mar 2017,Murder,Solved,Westminster,White
1,35 to 44,Female,Other Method of Killing,No,Mar 2017,Murder,Solved,Westminster,White
1,45 to 54,Male,Other Method of Killing,No,Mar 2017,Murder,Solved,Westminster,White
1,65 and over,Male,Other Method of Killing,No,Mar 2017,Murder,Solved,Westminster,Not Recorded / Unknown
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Wandsworth,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Ealing,Black
1,45 to 54,Male,Not known/Not Recorded,No,Apr 2017,Murder,Solved,Ealing,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Greenwich,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Greenwich,Black
1,65 and over,Male,"Physical Assault, no weapon",No,Apr 2017,Manslaughter,Unsolved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Tower Hamlets,Asian
1,55 to 64,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Enfield,White
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Unsolved,Newham,Black
1,13 to 19,Male,Shooting,No,Apr 2017,Murder,Unsolved,Newham,Black
1,25 to 34,Female,Other Method of Killing,No,Apr 2017,Murder,Solved,Westminster,White
1,45 to 54,Male,Knife or Sharp Implement,No,Apr 2017,Murder,Solved,Westminster,White
1,20 to 24,Male,Knife or Sharp Implement,No,May 2017,Murder,Solved,Hillingdon,Black
1,45 to 54,Male,Blunt Implement,No,May 2017,Murder,Unsolved,Hillingdon,Asian
1,25 to 34,Female,Knife or Sharp Implement,Yes,May 2017,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,May 2017,Murder,Solved,Brent,Black
1,20 to 24,Female,Shooting,No,May 2017,Murder,Solved,Brent,Other
1,0 to 12,Male,Other Method of Killing,No,May 2017,Murder,Unsolved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,No,May 2017,Murder,Unsolved,Croydon,Black
1,20 to 24,Female,Knife or Sharp Implement,Yes,May 2017,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Shooting,No,May 2017,Murder,Solved,Tower Hamlets,White
1,13 to 19,Male,Knife or Sharp Implement,No,May 2017,Murder,Solved,Waltham Forest,Black
1,45 to 54,Male,Blunt Implement,No,May 2017,Murder,Solved,Redbridge,Other
1,20 to 24,Male,Knife or Sharp Implement,No,May 2017,Murder,Solved,Enfield,Black
1,13 to 19,Male,Knife or Sharp Implement,No,May 2017,Murder,Solved,Enfield,Black
1,20 to 24,Male,Knife or Sharp Implement,No,May 2017,Murder,Solved,Havering,Other
1,25 to 34,Female,Knife or Sharp Implement,No,May 2017,Murder,Solved,Westminster,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Kingston Upon Thames,Black
1,20 to 24,Male,Other Method of Killing,No,Jun 2017,Murder,Solved,Barnet,White
1,13 to 19,Male,Not known/Not Recorded,No,Jun 2017,Manslaughter,Unsolved,Ealing,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Ealing,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Islington,White
1,45 to 54,Male,Other Method of Killing,No,Jun 2017,Murder,Solved,Islington,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Haringey,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Southwark,Black
1,20 to 24,Female,Knife or Sharp Implement,No,Jun 2017,Murder,Unsolved,Southwark,Not Recorded / Unknown
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Unsolved,Southwark,Not Recorded / Unknown
1,25 to 34,Female,Knife or Sharp Implement,No,Jun 2017,Murder,Unsolved,Southwark,Not Recorded / Unknown
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Unsolved,Southwark,Not Recorded / Unknown
1,35 to 44,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Unsolved,Southwark,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Unsolved,Southwark,Not Recorded / Unknown
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Lewisham,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Greenwich,White
1,20 to 24,Male,Shooting,No,Jun 2017,Murder,Solved,Croydon,Black
1,25 to 34,Male,"Physical Assault, no weapon",No,Jun 2017,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2017,Murder,Solved,Newham,White
1,45 to 54,Male,"Physical Assault, no weapon",No,Jun 2017,Murder,Solved,Westminster,White
1,13 to 19,Female,Knife or Sharp Implement,No,Jul 2017,Murder,Solved,Kingston Upon Thames,Asian
1,55 to 64,Female,Blunt Implement,Yes,Jul 2017,Murder,Solved,Merton,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2017,Murder,Solved,Greenwich,White
1,35 to 44,Female,Blunt Implement,No,Jul 2017,Murder,Solved,Croydon,White
1,20 to 24,Female,Knife or Sharp Implement,Yes,Jul 2017,Murder,Solved,Enfield,Black
1,65 and over,Female,Knife or Sharp Implement,Yes,Jul 2017,Murder,Unsolved,Havering,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2017,Murder,Solved,Havering,White
1,35 to 44,Male,Other Method of Killing,No,Jul 2017,Corporate Manslaughter,Solved,Kensington & Chelsea,White
1,45 to 54,Male,"Physical Assault, no weapon",No,Jul 2017,Murder,Solved,Westminster,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2017,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Other Method of Killing,No,Aug 2017,Corporate Manslaughter,Solved,Brent,White
1,65 and over,Male,Other Method of Killing,No,Aug 2017,Murder,Solved,Harrow,Asian
1,55 to 64,Female,Knife or Sharp Implement,Yes,Aug 2017,Murder,Solved,Barnet,White
1,25 to 34,Female,Knife or Sharp Implement,Yes,Aug 2017,Murder,Solved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2017,Murder,Solved,Islington,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2017,Murder,Solved,Southwark,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Aug 2017,Murder,Solved,Greenwich,White
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2017,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2017,Murder,Solved,Barking & Dagenham,Black
1,13 to 19,Male,Other Method of Killing,No,Aug 2017,Murder,Solved,Enfield,Asian
1,45 to 54,Male,Shooting,No,Aug 2017,Murder,Unsolved,Enfield,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2017,Murder,Solved,Newham,White
1,13 to 19,Male,Shooting,No,Aug 2017,Murder,Solved,Newham,Black
1,20 to 24,Female,Not known/Not Recorded,No,Sep 2017,Murder,Solved,Wandsworth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2017,Murder,Unsolved,Hounslow,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2017,Murder,Solved,Lambeth,Black
1,0 to 12,Female,Other Method of Killing,No,Sep 2017,Murder,Solved,Merton,White
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2017,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2017,Murder,Solved,Tower Hamlets,Black
1,55 to 64,Male,Other Method of Killing,No,Sep 2017,Manslaughter,Solved,Redbridge,White
1,13 to 19,Male,Shooting,No,Sep 2017,Murder,Unsolved,Newham,Black
1,25 to 34,Female,Other Method of Killing,No,Oct 2017,Manslaughter,Solved,Wandsworth,White
1,25 to 34,Male,"Physical Assault, no weapon",No,Oct 2017,Murder,Solved,Hounslow,White
1,13 to 19,Male,Knife or Sharp Implement,No,Oct 2017,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Yes,Oct 2017,Murder,Unsolved,Brent,Black
1,55 to 64,Male,"Physical Assault, no weapon",No,Oct 2017,Murder,Solved,Islington,White
1,55 to 64,Male,Other Method of Killing,No,Oct 2017,Manslaughter,Solved,Croydon,White
1,13 to 19,Male,Knife or Sharp Implement,No,Oct 2017,Murder,Solved,Croydon,Black
1,0 to 12,Female,Other Method of Killing,No,Oct 2017,Manslaughter,Solved,Barking & Dagenham,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Oct 2017,Murder,Solved,Newham,Asian
1,25 to 34,Male,Blunt Implement,No,Oct 2017,Murder,Solved,Newham,Asian
1,45 to 54,Male,"Physical Assault, no weapon",No,Oct 2017,Murder,Solved,Havering,White
1,55 to 64,Male,Knife or Sharp Implement,No,Oct 2017,Murder,Solved,Kensington & Chelsea,White
1,20 to 24,Male,Knife or Sharp Implement,No,Oct 2017,Murder,Solved,Hammersmith & Fulham,Other
1,25 to 34,Male,Knife or Sharp Implement,No,Oct 2017,Murder,Solved,Westminster,Other
1,25 to 34,Male,"Physical Assault, no weapon",No,Nov 2017,Murder,Unsolved,Wandsworth,White
1,0 to 12,Female,"Physical Assault, no weapon",No,Nov 2017,Murder,Solved,Merton,Asian
1,25 to 34,Male,Shooting,No,Nov 2017,Murder,Solved,Ealing,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2017,Murder,Solved,Ealing,White
1,35 to 44,Male,Blunt Implement,No,Nov 2017,Murder,Solved,Islington,Black
1,55 to 64,Female,Blunt Implement,No,Nov 2017,Murder,Solved,Haringey,White
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2017,Murder,Solved,Bromley,Black
1,35 to 44,Male,Blunt Implement,No,Nov 2017,Murder,Solved,Redbridge,White
1,20 to 24,Male,Knife or Sharp Implement,No,Nov 2017,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2017,Murder,Unsolved,Waltham Forest,White
1,20 to 24,Male,Knife or Sharp Implement,No,Nov 2017,Murder,Solved,Newham,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Dec 2017,Murder,Solved,Hounslow,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Dec 2017,Murder,Solved,Ealing,White
1,20 to 24,Female,Knife or Sharp Implement,No,Dec 2017,Murder,Solved,Haringey,White
1,55 to 64,Male,Knife or Sharp Implement,No,Dec 2017,Murder,Solved,Southwark,Black
1,65 and over,Male,"Physical Assault, no weapon",No,Dec 2017,Murder,Unsolved,Lewisham,Black
1,35 to 44,Female,"Physical Assault, no weapon",No,Dec 2017,Murder,Unsolved,Lewisham,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Dec 2017,Murder,Unsolved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Dec 2017,Murder,Solved,Enfield,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Dec 2017,Murder,Solved,Enfield,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Dec 2017,Murder,Unsolved,Newham,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2018,Murder,Solved,Lambeth,Black
1,45 to 54,Male,"Physical Assault, no weapon",No,Jan 2018,Murder,Solved,Barnet,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2018,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jan 2018,Murder,Solved,Islington,White
1,55 to 64,Male,Knife or Sharp Implement,No,Jan 2018,Manslaughter,Solved,Haringey,White
1,45 to 54,Male,Blunt Implement,No,Jan 2018,Murder,Solved,Redbridge,Asian
1,35 to 44,Female,Knife or Sharp Implement,Yes,Jan 2018,Murder,Solved,Redbridge,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2018,Murder,Solved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2018,Murder,Unsolved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2018,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Lambeth,White
1,55 to 64,Female,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Camden,White
1,13 to 19,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Camden,Black
1,35 to 44,Male,Shooting,No,Feb 2018,Murder,Unsolved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,Yes,Feb 2018,Murder,Solved,Ealing,Black
1,0 to 12,Female,Other Method of Killing,No,Feb 2018,Murder,Unsolved,Haringey,White
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Haringey,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Southwark,White
1,35 to 44,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Southwark,White
1,25 to 34,Male,Blunt Implement,No,Feb 2018,Murder,Solved,Greenwich,White
1,0 to 12,Male,Not known/Not Recorded,No,Feb 2018,Murder,Solved,Croydon,White
1,45 to 54,Female,Knife or Sharp Implement,Yes,Feb 2018,Murder,Solved,Redbridge,Asian
1,45 to 54,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Waltham Forest,White
1,13 to 19,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Barking & Dagenham,White
1,13 to 19,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Newham,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Feb 2018,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Shooting,No,Feb 2018,Murder,Solved,Westminster,Other
1,45 to 54,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Solved,Wandsworth,White
1,65 and over,Male,"Physical Assault, no weapon",No,Mar 2018,Murder,Unsolved,Kingston Upon Thames,White
1,35 to 44,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Solved,Hounslow,Black
1,45 to 54,Female,Knife or Sharp Implement,Yes,Mar 2018,Murder,Unsolved,Richmond Upon Thames,White
1,45 to 54,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Solved,Ealing,Asian
1,13 to 19,Male,Shooting,No,Mar 2018,Murder,Unsolved,Haringey,Black
1,35 to 44,Female,Knife or Sharp Implement,Yes,Mar 2018,Murder,Solved,Haringey,Black
1,35 to 44,Male,"Physical Assault, no weapon",No,Mar 2018,Murder,Solved,Lewisham,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Unsolved,Greenwich,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Solved,Croydon,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Solved,Hackney,Black
1,25 to 34,Male,Shooting,No,Mar 2018,Murder,Unsolved,Hackney,Black
1,20 to 24,Male,Shooting,No,Mar 2018,Murder,Solved,Waltham Forest,White
1,35 to 44,Male,Knife or Sharp Implement,Yes,Mar 2018,Murder,Solved,Waltham Forest,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Solved,Barking & Dagenham,Black
1,20 to 24,Male,Shooting,No,Mar 2018,Murder,Solved,Enfield,White
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2018,Murder,Solved,Newham,White
1,35 to 44,Male,Knife or Sharp Implement,Yes,Mar 2018,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2018,Murder,Solved,Wandsworth,White
1,35 to 44,Female,Knife or Sharp Implement,No,Apr 2018,Murder,Solved,Lambeth,Black
1,25 to 34,Male,"Physical Assault, no weapon",No,Apr 2018,Murder,Solved,Merton,White
1,65 and over,Female,Knife or Sharp Implement,No,Apr 2018,Manslaughter,Solved,Camden,White
1,45 to 54,Male,Blunt Implement,No,Apr 2018,Murder,Solved,Camden,White
1,25 to 34,Male,Knife or Sharp Implement,Yes,Apr 2018,Murder,Solved,Barnet,White
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2018,Murder,Unsolved,Islington,Black
1,13 to 19,Female,Shooting,No,Apr 2018,Murder,Unsolved,Haringey,Black
1,13 to 19,Female,"Physical Assault, no weapon",Yes,Apr 2018,Murder,Solved,Greenwich,White
1,25 to 34,Male,Other Method of Killing,No,Apr 2018,Murder,Solved,Greenwich,Black
1,35 to 44,Male,Other Method of Killing,No,Apr 2018,Corporate Manslaughter,Unsolved,Bexley,Black
1,35 to 44,Male,Knife or Sharp Implement,Yes,Apr 2018,Murder,Solved,Tower Hamlets,Black
1,45 to 54,Male,"Physical Assault, no weapon",No,Apr 2018,Murder,Unsolved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2018,Murder,Solved,Hackney,Black
1,13 to 19,Male,Shooting,No,Apr 2018,Murder,Unsolved,Waltham Forest,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2018,Murder,Unsolved,Newham,Other
1,65 and over,Female,"Physical Assault, no weapon",Yes,May 2018,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,May 2018,Murder,Solved,Hillingdon,Black
1,45 to 54,Male,Knife or Sharp Implement,No,May 2018,Murder,Solved,Lambeth,White
1,45 to 54,Male,Other Method of Killing,No,May 2018,Murder,Unsolved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,May 2018,Murder,Solved,Merton,Asian
1,35 to 44,Male,Shooting,No,May 2018,Murder,Solved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,No,May 2018,Murder,Unsolved,Brent,White
1,25 to 34,Male,Knife or Sharp Implement,No,May 2018,Murder,Solved,Islington,Black
1,13 to 19,Male,Shooting,No,May 2018,Murder,Unsolved,Southwark,Black
1,25 to 34,Female,"Physical Assault, no weapon",Yes,May 2018,Murder,Solved,Bromley,White
1,20 to 24,Male,Knife or Sharp Implement,No,May 2018,Murder,Solved,Barking & Dagenham,Black
1,65 and over,Female,Blunt Implement,No,May 2018,Murder,Solved,Havering,White
1,35 to 44,Male,Knife or Sharp Implement,No,May 2018,Murder,Solved,Kensington & Chelsea,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,Jun 2018,Murder,Solved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jun 2018,Murder,Solved,Haringey,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2018,Murder,Solved,Southwark,Black
1,55 to 64,Female,Knife or Sharp Implement,No,Jun 2018,Murder,Solved,Greenwich,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2018,Murder,Unsolved,Enfield,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2018,Murder,Solved,Havering,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jul 2018,Murder,Unsolved,Lambeth,Black
1,35 to 44,Female,Other Method of Killing,Yes,Jul 2018,Murder,Solved,Islington,Asian
1,13 to 19,Female,Knife or Sharp Implement,Yes,Jul 2018,Murder,Solved,Southwark,White
1,65 and over,Female,Knife or Sharp Implement,Yes,Jul 2018,Murder,Solved,Southwark,White
1,65 and over,Female,Knife or Sharp Implement,Yes,Jul 2018,Murder,Solved,Greenwich,Asian
1,55 to 64,Male,Other Method of Killing,No,Jul 2018,Murder,Unsolved,Waltham Forest,White
1,25 to 34,Female,Knife or Sharp Implement,Yes,Aug 2018,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2018,Murder,Solved,Kingston Upon Thames,Asian
1,45 to 54,Male,Other Method of Killing,No,Aug 2018,Murder,Solved,Kingston Upon Thames,White
1,65 and over,Female,Other Method of Killing,No,Aug 2018,Murder,Solved,Richmond Upon Thames,White
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2018,Murder,Solved,Southwark,Black
1,55 to 64,Male,Knife or Sharp Implement,No,Aug 2018,Murder,Solved,Southwark,Black
1,0 to 12,Male,Other Method of Killing,No,Aug 2018,Murder,Unsolved,Lewisham,Black
1,65 and over,Male,Knife or Sharp Implement,No,Aug 2018,Murder,Solved,Lewisham,Black
1,65 and over,Female,Blunt Implement,Yes,Aug 2018,Murder,Solved,Bromley,White
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2018,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Other Method of Killing,No,Aug 2018,Manslaughter,Solved,Tower Hamlets,White
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2018,Murder,Solved,Waltham Forest,White
1,45 to 54,Female,"Physical Assault, no weapon",Yes,Aug 2018,Murder,Solved,Barking & Dagenham,White
1,13 to 19,Male,Blunt Implement,No,Aug 2018,Murder,Solved,Enfield,Black
